YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M,QV2M,RH2M,PRECTOTCORR
2010,7,21,96.84,1.34,2.55,0.67,1.87,102.75,1.83,2.91,0.92,1.98,88.75,18.25,88.19,3.82
2010,7,22,96.89,1.24,2.79,0.22,2.57,187.06,1.83,3.91,0.06,3.84,174.44,16.6,82.38,2.65
2010,7,23,96.86,1.95,3.19,1.09,2.1,100.88,2.91,4.41,1.48,2.94,101.88,16.05,83.31,0.99
2010,7,24,96.7,1.55,2.34,1.09,1.25,87.5,2.25,3.34,1.37,1.98,88.38,16.54,83.5,0.17
2010,7,25,96.71,2.27,3.51,1.06,2.45,99.56,3.3,3.95,1.64,2.3,100.62,16.3,85.19,0.23
2010,7,26,96.76,2.21,3.58,0.75,2.82,151.38,3.4,5.65,0.77,4.88,167.19,17.52,91.06,5.92
2010,7,27,96.93,2.65,5.08,0.12,4.95,53.06,3.73,6.18,0.17,6.01,54.12,17.7,92.38,15.9
2010,7,28,96.88,1.21,1.77,0.28,1.48,127.31,1.73,3.12,0.34,2.78,126.81,16.72,83.81,5.21
2010,7,29,96.86,1.87,2.75,1.03,1.72,50.06,2.82,4.67,1.6,3.07,51,17.82,89.81,2.63
2010,7,30,96.93,2.79,4.73,0.85,3.88,77.75,4.12,5.56,1.34,4.23,78.69,17.52,88.94,0.06
2010,7,31,96.95,1.7,2.91,0.43,2.47,110.94,2.36,3.53,0.7,2.84,110.62,17.76,88.5,0.07
2010,8,1,97.02,1.59,2.84,0.58,2.26,164.44,2.39,4.54,0.79,3.75,151.44,16.6,82.31,0
2010,8,2,96.97,1.41,2.06,0.97,1.09,82.75,2.04,2.96,1.25,1.71,83.94,16.78,83.19,0.01
2010,8,3,96.84,1.77,2.75,1.1,1.65,84.31,2.55,3.38,1.75,1.62,84.62,16.85,86.19,5.85
2010,8,4,96.8,1.01,1.26,0.59,0.66,54.94,1.38,2.04,0.76,1.28,56.75,17.21,86.38,11.36
2010,8,5,96.87,1.69,2.66,1.28,1.38,67.5,2.5,3.41,1.7,1.71,68.44,17.4,87.31,11.02
2010,8,6,96.93,1.45,3.2,0.25,2.95,79.94,2.16,3.85,0.39,3.46,82.75,17.58,89.44,22.33
2010,8,7,96.85,1.81,3.32,0.84,2.47,108.62,2.92,4.87,0.88,3.98,109.88,16.85,86.38,2.05
2010,8,8,96.81,1.98,3.36,1.1,2.26,93.94,3.01,4.48,1.67,2.81,95,16.54,84.94,4.93
2010,8,9,96.8,1.16,1.64,0.45,1.2,210.75,1.66,2.82,0.77,2.05,211.31,17.09,85.62,14.23
2010,8,10,96.8,2.18,4.52,0.28,4.23,78.69,2.95,5.3,0.28,5.02,79.94,17.7,89,3.05
2010,8,11,96.81,2.33,4.27,1.14,3.13,57.31,3.33,5.16,1.89,3.27,58.25,18.01,92.44,1.79
2010,8,12,96.86,2.43,4.06,1.19,2.88,99.94,3.36,4.8,1.89,2.91,100.62,17.64,86.94,0.26
2010,8,13,96.75,2.77,5.41,1.5,3.91,89.75,3.91,6.57,2.34,4.23,90.12,18.13,89.56,0.84
2010,8,14,96.83,2.23,3.27,1.59,1.68,77.69,3.36,4.05,2.7,1.34,78.62,18.13,91.5,1.6
2010,8,15,96.91,1.59,2.55,0.97,1.58,141.88,2.2,2.85,1.72,1.13,142.12,17.94,91.56,3.3
2010,8,16,96.86,1.51,2.42,0.95,1.46,30.81,2.19,2.78,1.71,1.07,31.62,17.88,89,16.42
2010,8,17,96.69,2.03,3.23,1.14,2.09,24.69,2.94,3.62,2.2,1.42,24.44,18.07,91.25,12.99
2010,8,18,96.75,2.03,2.8,1.57,1.23,117,2.97,4.17,2.4,1.77,117.81,17.82,88.19,4.62
2010,8,19,96.83,2.78,4.34,0.96,3.38,326.44,4.14,5.26,1.66,3.6,325.94,18.01,94.56,2.65
2010,8,20,96.83,1.32,2.23,0.71,1.52,172.75,2.05,3.86,0.98,2.88,174.19,17.46,88.75,6.83
2010,8,21,96.85,2.63,4.38,0.23,4.15,291.88,3.73,6.51,0.3,6.21,291.94,16.11,90.75,7.3
2010,8,22,96.74,1.65,2.82,0.5,2.32,247.94,2.18,3.45,0.45,3,246.44,15.87,79.56,1.24
2010,8,23,96.75,1.27,2.85,0.37,2.48,81.56,1.72,3.49,0.47,3.03,84.62,16.6,83.56,0.65
2010,8,24,96.87,1.88,2.99,1.08,1.91,86.56,2.66,4.2,1.62,2.57,87.56,16.97,86.44,12.31
2010,8,25,96.89,1.77,2.43,1.17,1.26,93.19,2.51,3.12,1.59,1.54,94.19,16.85,84.81,16.9
2010,8,26,96.92,2.29,5.12,1.07,4.04,69.12,3.02,6.05,1.62,4.42,69.88,17.09,87.5,5.59
2010,8,27,96.93,1.78,2.96,1.24,1.72,126,2.51,3.3,1.28,2.02,126.62,17.03,87.5,23.69
2010,8,28,96.89,1.66,2.51,1.22,1.28,204.25,2.35,3.19,1.64,1.54,205.06,17.52,87.5,2.37
2010,8,29,96.9,1.97,3.05,0.95,2.1,74.19,2.81,3.75,1.67,2.08,90.31,17.58,86.44,0.3
2010,8,30,96.87,2.5,3.94,1.59,2.34,80.12,3.51,4.45,2.57,1.89,81.06,17.27,86.5,0.33
2010,8,31,96.82,2.28,2.99,1.74,1.25,160.19,3.27,3.88,2.86,1.02,161.19,17.64,87.81,1.74
2010,9,1,96.8,1.98,2.74,1.31,1.43,69.81,2.91,3.55,2.23,1.33,70.56,18.74,91.19,24.09
2010,9,2,96.82,1.58,2.35,1.01,1.34,86.25,2.39,3.73,1.23,2.49,87.69,17.94,86.62,31.11
2010,9,3,96.77,1.79,3.26,1.1,2.16,96.81,2.65,3.93,1.94,1.99,82.56,17.7,86.31,21.18
2010,9,4,96.8,1.65,2.51,1.2,1.3,211.75,2.34,2.94,1.56,1.38,196.81,17.7,84.06,4.09
2010,9,5,96.94,2.54,4.73,0.93,3.8,140.12,3.53,5.64,1.23,4.41,140.88,17.94,89.25,3.04
2010,9,6,96.94,1.41,2.1,0.73,1.36,288.44,1.95,2.49,1.26,1.23,286.75,16.72,86.94,18.21
2010,9,7,96.78,1.55,2.52,0.55,1.95,207.88,2.34,4.79,0.6,4.19,206.75,17.03,85.88,3.88
2010,9,8,96.94,2.98,3.76,2.29,1.47,221,4.53,5.27,3.76,1.52,220.75,16.72,90.19,19.23
2010,9,9,96.92,2.09,3.34,0.77,2.59,182.62,3.2,5.28,1.2,4.08,182.12,16.36,85.75,7.51
2010,9,10,96.81,1.2,2.28,0.06,2.22,176.62,1.7,2.84,0.12,2.73,175.06,16.54,83.62,5.8
2010,9,11,96.82,1.26,1.99,0.44,1.55,231.25,1.76,2.71,0.42,2.29,230,16.6,82.69,4.7
2010,9,12,96.87,1.66,3.09,0.59,2.5,195,2.48,3.74,1.16,2.59,195.38,16.66,82.69,4.44
2010,9,13,96.81,1.39,2.16,0.12,2.02,230.12,2.07,2.77,0.09,2.68,230.25,16.72,85.56,18.87
2010,9,14,96.72,2.06,3.07,1.55,1.52,90.19,3.08,3.64,2.37,1.28,90.81,17.88,89.5,8.42
2010,9,15,96.8,1.63,2.74,0.52,2.23,166.94,2.45,4.02,0.99,3.02,167.44,17.52,89.56,5.78
2010,9,16,96.82,1.77,2.94,1.2,1.73,223.62,2.65,4.99,1.62,3.38,222.12,16.72,87,3.61
2010,9,17,96.76,2.78,4.21,1.53,2.67,92.81,4.09,5.06,2.82,2.25,92.81,17.52,91.06,11.35
2010,9,18,96.71,2.23,3.09,1.27,1.81,60.56,3.25,4.09,2.13,1.95,61.12,17.76,88,0.72
2010,9,19,96.72,1.7,3.62,0.24,3.38,93.81,2.16,4.16,0.33,3.84,93.94,18.25,89.44,4.8
2010,9,20,96.67,1.4,2.62,0.57,2.05,194.69,1.89,3.18,0.77,2.42,194.69,18.13,89.31,3.11
2010,9,21,96.73,2.05,3.02,0.98,2.04,44.31,3.09,4.15,1.58,2.57,45.75,18.43,89.56,12.04
2010,9,22,96.78,1.51,2.34,0.37,1.97,60,2.11,2.88,0.51,2.38,59.44,17.82,85.88,11.46
2010,9,23,96.75,1.45,1.95,0.88,1.07,136.94,2.05,3.04,1.21,1.83,135.94,17.27,86.19,15.4
2010,9,24,96.77,1.8,2.4,1.1,1.3,73.56,2.63,4.09,1.39,2.7,73.81,17.52,87.06,11.47
2010,9,25,96.83,2.05,4.09,0.47,3.62,94.94,3.05,4.77,0.45,4.31,94.06,17.76,91.88,6.23
2010,9,26,96.87,2.54,4.09,0.19,3.91,92,3.68,5.56,0.27,5.28,92.31,17.7,86.88,2.8
2010,9,27,96.86,2.2,4.21,0.46,3.75,173,3.05,4.84,0.65,4.2,173.81,17.82,89.94,11.78
2010,9,28,96.82,1.42,2.23,0.32,1.91,165,2.07,3.31,0.36,2.95,167.38,17.09,84.19,3
2010,9,29,96.72,1.26,2.02,0.62,1.4,54.06,1.8,3.04,0.93,2.11,55.88,17.88,84.81,1.13
2010,9,30,96.61,1.29,1.78,0.95,0.84,53.94,1.84,2.95,1.32,1.62,56.12,17.94,83.62,0.31
2010,10,1,96.52,1.23,1.98,0.61,1.37,192.38,1.77,2.61,0.56,2.05,180,18.19,84.44,0.8
2010,10,2,96.51,1.24,2,0.62,1.38,98.69,1.92,3.61,0.93,2.68,100.62,18.62,91.19,6.66
2010,10,3,96.6,3.18,6.69,0.69,6,109.94,4.65,8.48,1.11,7.37,109.56,18.37,93.81,38.73
2010,10,4,96.67,2.66,4.22,1.46,2.76,111.06,3.91,5.02,2.24,2.78,111.12,17.46,88.56,4.75
2010,10,5,96.73,1.54,2.84,0.62,2.22,258.44,2.2,3.54,0.77,2.77,259.5,17.94,91.75,0.33
2010,10,6,96.74,1.88,4.02,0.56,3.46,236.69,2.52,4.5,0.86,3.64,223.06,18.25,89.69,22.44
2010,10,7,96.8,1.39,2.32,0.83,1.49,227.12,1.98,2.78,1.26,1.52,224.44,17.88,87.94,9.98
2010,10,8,96.78,1.8,3.77,0.91,2.85,141,2.54,4.41,1.2,3.21,138.62,17.82,87.19,12.2
2010,10,9,96.84,2.52,3.49,1.97,1.52,180.62,3.88,4.95,2.42,2.52,179.56,16.17,83.31,5.9
2010,10,10,96.84,3.48,4.4,2.84,1.55,188.5,5.26,6.59,3.26,3.33,188.19,14.59,82.56,0.04
2010,10,11,96.89,2.83,4.23,1.88,2.37,195,4.48,7.09,2.09,4.99,194.19,14.59,80.31,0
2010,10,12,96.9,1.71,3.65,0.2,3.45,186.88,2.72,6.03,0.2,5.84,187.12,15.93,82.75,3.79
2010,10,13,96.81,1.88,3.34,0.66,2.68,220.19,2.84,5.24,0.72,4.52,220.25,17.27,86.69,10.5
2010,10,14,96.75,2.34,3.59,1.05,2.55,200.81,3.7,5.97,1.19,4.78,199.88,16.72,86.38,22.69
2010,10,15,96.75,3.21,3.99,2.59,1.4,205.06,4.8,5.87,3.29,2.58,204.81,17.03,89.06,1.62
2010,10,16,96.78,3.24,4,2.27,1.73,201.06,4.83,5.8,4.18,1.63,200.88,17.15,87.38,2.97
2010,10,17,96.78,1.92,2.55,0.57,1.98,200.56,3.12,4.99,0.7,4.29,199,17.03,85.56,0.63
2010,10,18,96.87,2.28,3.01,1.49,1.52,224.38,3.6,5.08,1.66,3.42,223.19,16.97,87.19,6.48
2010,10,19,96.88,2.62,4.11,1.74,2.37,203,3.98,5.09,2.57,2.52,202.19,17.03,88.31,11.67
2010,10,20,96.82,2.05,3.2,1.04,2.16,178.19,2.91,3.58,1.73,1.85,178.25,17.76,87.38,28.8
2010,10,21,96.74,1.63,2.39,1.09,1.31,193.5,2.48,3.18,1.92,1.26,193.31,17.94,91.94,5.78
2010,10,22,96.73,1.6,3.16,0.56,2.59,162.69,2.33,3.93,0.97,2.96,163,17.46,84.88,14.99
2010,10,23,96.75,1.37,2.16,0.07,2.09,113.94,1.92,2.79,0.1,2.69,114.88,17.76,88.25,4.42
2010,10,24,96.74,1.7,2.88,0.27,2.61,118.19,2.4,4.08,0.34,3.73,119.56,17.64,89,10.29
2010,10,25,96.75,2.42,4.33,0.25,4.08,202.81,3.66,6.09,0.43,5.66,201,17.7,92.19,37.55
2010,10,26,96.88,2.61,3.66,1.77,1.89,281.25,3.95,4.98,3.12,1.86,281.06,17.64,92.62,16.75
2010,10,27,96.82,1.88,2.84,0.7,2.13,269.25,2.91,4.91,0.66,4.25,268.69,17.46,91.38,5.26
2010,10,28,96.72,2.57,4.08,0.65,3.42,260.69,3.75,5.37,1.12,4.25,260.81,17.46,92.62,25.4
2010,10,29,96.75,1.1,2.26,0.48,1.77,100.31,1.38,2.42,0.62,1.8,102.19,16.11,82.06,8.81
2010,10,30,96.76,1.4,2.71,0.64,2.07,197.25,1.92,4.67,0.73,3.95,198.06,17.4,86.94,14.99
2010,10,31,96.7,2.87,4.49,1.8,2.7,221.12,4.22,5.13,3.38,1.75,220.88,17.27,87.62,0.65
2010,11,1,96.57,2.85,3.66,2.28,1.38,201.12,4.35,5.54,3.41,2.13,201,17.15,87.31,2.01
2010,11,2,96.65,2.77,4.13,2.08,2.05,225.31,4.24,5.05,2.85,2.2,225.06,17.21,87.56,3.67
2010,11,3,96.77,2.22,3.35,1.69,1.67,216.19,3.39,5.58,1.95,3.63,215.69,17.33,86.44,2.54
2010,11,4,96.72,1.89,3.22,0.35,2.87,228.62,2.84,5.38,0.48,4.9,227.5,17.82,88.06,9.25
2010,11,5,96.7,3.04,3.87,1.8,2.06,236.38,4.48,5.4,3.5,1.9,235.44,17.82,92,2.02
2010,11,6,96.71,2.43,3.5,1.48,2.02,246.44,3.61,5.78,1.66,4.12,246.06,17.4,88.62,0.87
2010,11,7,96.77,3.27,4.34,2.2,2.15,228.5,4.93,6.02,4.15,1.87,228.31,16.91,89.44,2.46
2010,11,8,96.86,3.94,5.11,3.07,2.04,225.94,5.69,6.22,5.21,1.01,225.75,17.15,89.19,2.76
2010,11,9,96.87,2.74,4.4,1.43,2.97,215.38,4.07,5.42,2.88,2.55,214.38,17.64,88.69,7.67
2010,11,10,96.75,2.73,4.23,0.57,3.66,122.5,4.11,6.55,0.59,5.96,121.75,18.74,94.31,1.55
2010,11,11,96.72,3.61,6.25,1.96,4.29,71.25,5.17,7.38,3.83,3.55,71.69,18.37,89.06,1.29
2010,11,12,96.64,3.34,5.39,1.68,3.71,63.44,4.88,6.2,3.13,3.07,63.44,18.25,91.31,11.71
2010,11,13,96.71,2.28,3.51,1.53,1.98,134.62,3.29,4.44,1.77,2.67,135.56,17.94,89.81,16.6
2010,11,14,96.89,2.2,3.81,1.06,2.75,238.75,3.2,4.73,1.64,3.09,238.19,17.21,86.94,2.82
2010,11,15,96.84,2.07,3.89,0.08,3.8,83.12,2.62,4.23,0.13,4.1,97.94,17.4,87.06,1.21
2010,11,16,96.78,2.11,3.17,0.63,2.55,235.38,3.16,3.95,1.02,2.93,235.56,17.09,89.06,12.26
2010,11,17,96.8,2.12,3.31,1.15,2.16,173.44,3.23,4.66,1.93,2.73,174.44,17.21,87.56,3.47
2010,11,18,96.82,1.41,2.57,0.31,2.25,171.94,1.84,2.84,0.67,2.16,172.69,17.7,88.25,2.73
2010,11,19,96.7,1.48,3.03,0.44,2.59,190.19,1.97,3.48,0.66,2.81,191.38,18.13,88.31,3.27
2010,11,20,96.6,2.03,3.91,0.83,3.09,124.38,2.73,4.34,1.17,3.16,123.94,18.01,89.5,2.61
2010,11,21,96.59,2.54,4.46,1.12,3.34,306.5,3.43,5.18,1.73,3.46,307.12,17.88,88.75,3.56
2010,11,22,96.56,1.67,3.58,0.12,3.45,105.31,2.28,4.27,0.25,4.02,107.19,17.4,86.5,1
2010,11,23,96.58,1.91,2.62,1.21,1.41,42.19,2.65,3.49,2,1.49,43.19,18.01,87.12,4.97
2010,11,24,96.67,2.24,3.44,1.01,2.43,37.31,3.06,3.82,1.66,2.16,52.56,18.13,87.56,19.68
2010,11,25,96.72,0.84,1.68,0.05,1.62,135.44,1.23,2.45,0.13,2.31,136.94,17.88,89.56,17.27
2010,11,26,96.63,1.73,2.84,0.92,1.92,262.12,2.59,3.41,0.95,2.45,261.62,17.82,89.31,21.43
2010,11,27,96.59,1.48,1.89,0.7,1.2,195.75,2.09,3.22,0.89,2.32,197,17.82,86.88,21.39
2010,11,28,96.63,1.3,1.73,0.59,1.14,197.88,1.92,2.94,1.02,1.92,198.81,18.13,91,11.99
2010,11,29,96.57,2.38,3.44,1.09,2.34,223.38,3.63,5.88,1.29,4.59,223.19,18.01,89.44,3.91
2010,11,30,96.48,2.67,3.73,1.97,1.77,218.44,4.13,5.7,2.7,2.99,217.88,17.76,91.81,4.7
2010,12,1,96.45,2.14,3.41,0.78,2.62,253.88,3.23,4.54,0.81,3.73,253.12,17.64,89.06,10.32
2010,12,2,96.51,2.17,3.23,1.52,1.71,270.81,2.97,3.58,2.42,1.16,270.25,17.7,89.94,9.57
2010,12,3,96.53,2.64,4.45,0.95,3.5,267.94,3.67,5.3,1.41,3.89,267.62,17.82,91.31,8.5
2010,12,4,96.48,3.23,4.57,1.73,2.84,262.75,4.66,5.92,3.32,2.59,262.25,17.82,91.69,8
2010,12,5,96.43,3,4.27,1.89,2.38,259.12,4.42,5.68,3.23,2.45,258.44,18.31,93,7.38
2010,12,6,96.53,3.34,5.45,2.18,3.27,258.44,5.02,6.54,4.03,2.51,258,17.94,93.19,12.89
2010,12,7,96.59,3.36,4.83,2.49,2.33,248.56,4.98,5.72,4.36,1.36,248.25,17.58,92.31,5.94
2010,12,8,96.64,3.59,4.77,2.27,2.5,255.44,5.29,5.89,4.45,1.44,254.88,17.52,92.38,6.64
2010,12,9,96.68,3.24,4.7,2.29,2.41,236.44,4.79,5.62,3.88,1.74,235.25,17.58,92.75,2.55
2010,12,10,96.68,4.79,6.91,2.84,4.07,261.69,6.77,8.38,4.96,3.41,260.75,16.42,91.88,5.63
2010,12,11,96.59,4.13,5.69,2.45,3.24,262.94,5.97,7.29,4.86,2.43,263,15.99,89.94,8.62
2010,12,12,96.51,3.91,6.23,1.82,4.41,276.75,5.7,7.83,2.92,4.91,277.12,16.3,88,2.29
2010,12,13,96.6,3.58,5.62,1.41,4.22,280,5.27,7.38,2.16,5.23,280.06,17.03,87.81,0.04
2010,12,14,96.63,3.15,6.37,1.3,5.07,326.94,4.42,7.64,2,5.64,326.44,16.97,92.19,21.66
2010,12,15,96.55,3.66,6.77,2.05,4.72,299.5,5.47,8.35,4.01,4.34,299,16.97,92.62,4.4
2010,12,16,96.56,4.68,8.1,2.12,5.98,285.31,6.8,9.87,4.11,5.76,285.06,16.72,89.81,5.34
2010,12,17,96.56,4.45,6.73,2.2,4.53,274.81,6.55,8.15,4.41,3.73,274.31,16.91,90.19,9.04
2010,12,18,96.65,3.63,6.09,1.77,4.31,264.19,5.4,7.55,3.33,4.22,264.12,16.72,90.12,16.3
2010,12,19,96.72,3.9,6.16,2.46,3.7,247,5.91,7.38,4.53,2.85,247.06,16.48,89.75,7.82
2010,12,20,96.67,3.12,4.49,2.06,2.43,264.56,4.69,5.12,3.57,1.55,264.38,16.6,87.75,1.09
2010,12,21,96.58,2.52,4.62,1.49,3.13,274.69,3.66,5.3,2.27,3.04,274.25,17.09,91.06,3.93
2010,12,22,96.49,2.35,3.98,1.28,2.7,231.31,3.4,4.76,2.27,2.49,230,17.03,91.31,3.9
2010,12,23,96.58,2.64,4.35,1.3,3.05,216.69,3.74,4.99,2.29,2.7,216.06,16.97,88.31,4.38
2010,12,24,96.58,2.42,3.49,1.84,1.66,233.56,3.7,4.63,2.75,1.88,232.94,16.85,88.88,0.45
2010,12,25,96.53,3.11,4.84,1.96,2.88,252.25,4.54,5.72,3.8,1.92,251.94,16.91,87.44,1.57
2010,12,26,96.56,3.34,5.45,1.73,3.72,264.75,4.72,6.62,2.79,3.84,264.62,16.97,88.94,6.16
2010,12,27,96.56,3.73,5.91,1.53,4.38,273.56,5.39,6.95,2.84,4.1,273.38,17.15,90.31,8.06
2010,12,28,96.55,3.21,6.12,1.45,4.67,290.94,4.44,7.3,2.38,4.92,290.75,17.27,90.5,7.83
2010,12,29,96.57,3.65,6.12,1.48,4.65,281.88,5.27,7.5,2.43,5.07,282,16.91,90.25,1.34
2010,12,30,96.57,3.48,5.94,1.83,4.11,266,5.09,7,3.17,3.83,266.06,16.97,88.12,3.47
2010,12,31,96.52,3.92,6.55,2.56,3.98,258.25,5.96,7.83,4.8,3.03,258.12,17.33,89.88,1.47
2011,1,1,96.48,3.93,6.4,2.16,4.23,256.12,5.77,7.65,4.2,3.45,256.12,17.03,89,1.67
2011,1,2,96.55,3.7,6.12,1.78,4.34,272.19,5.38,7.23,3.31,3.93,272.06,16.54,87.19,4.39
2011,1,3,96.57,3.73,7.4,1.61,5.79,278.44,5.34,9.09,2.68,6.42,278.56,16.91,91.25,5.07
2011,1,4,96.49,4.07,6.23,2.06,4.16,280.94,5.87,7.31,3.98,3.33,280.44,17.33,88.88,2.72
2011,1,5,96.48,3.45,6.14,1.31,4.83,307.31,4.87,7.23,2.15,5.09,306.94,17.52,92.19,17.48
2011,1,6,96.61,2.63,4.59,1.3,3.29,273.81,3.7,5.35,2.2,3.15,273.94,16.72,90.62,9.07
2011,1,7,96.59,2.85,5.27,1.64,3.63,284,3.94,6.1,2.5,3.6,284.19,17.09,91.12,2.87
2011,1,8,96.51,2.73,4.86,1.28,3.58,292.31,3.77,5.67,2.02,3.66,292,17.52,91.5,3.33
2011,1,9,96.53,2.84,6.15,0.98,5.16,289.69,3.92,7.57,1.44,6.13,289.62,17.58,94.12,39.86
2011,1,10,96.45,4.48,7.16,2.05,5.12,271.94,6.55,8.91,3.88,5.02,271.88,17.52,93.44,10.04
2011,1,11,96.43,4.62,6.78,2.57,4.2,292.75,6.71,8.24,4.93,3.3,292.19,17.4,91.5,3.94
2011,1,12,96.47,4.33,6.95,2.22,4.73,295.25,6.35,8.39,4.35,4.04,295,17.21,89.75,5.56
2011,1,13,96.59,4.23,7.2,2.33,4.86,285.19,6.28,8.7,4.38,4.33,285.19,16.78,89.81,15.6
2011,1,14,96.71,3.41,5.6,2.14,3.46,272,5.2,6.73,4,2.73,271.88,16.6,91.12,1.43
2011,1,15,96.75,4.34,7.11,1.8,5.3,257.5,6.23,8.98,2.91,6.08,257.69,16.6,92.25,5.19
2011,1,16,96.73,4.41,7.77,2.02,5.75,272.12,6.44,9.46,3.68,5.78,271.69,16.54,90.38,4.53
2011,1,17,96.71,3.92,7.29,1.92,5.38,305.25,5.45,8.87,3.2,5.66,304.56,16.24,88.88,6.27
2011,1,18,96.75,3.56,6.15,1.53,4.62,317.31,5.16,7.42,2.48,4.94,316.81,16.97,92.25,7.05
2011,1,19,96.72,2.98,5.08,1.29,3.79,299.31,4.12,6.04,1.98,4.05,299,16.66,91.12,2.89
2011,1,20,96.63,3.19,6.08,1.38,4.7,292.25,4.45,7.06,2.19,4.88,291.81,16.97,91.12,2.66
2011,1,21,96.67,2.26,4.16,1.12,3.03,301.88,3.12,4.74,1.84,2.91,301.5,16.85,92.38,9.86
2011,1,22,96.8,2.45,4.52,1.19,3.34,317.62,3.25,5.22,1.77,3.45,317,16.85,92.81,7.95
2011,1,23,96.88,2.14,3.52,1.33,2.19,300.62,2.88,4.06,2.06,2,300.12,16.42,90.94,14.28
2011,1,24,96.75,2.55,4.07,1.66,2.41,271,3.47,4.54,2.73,1.8,270.5,16.78,89.62,4.55
2011,1,25,96.73,3.09,5.33,1.74,3.59,264.88,4.38,6.3,2.95,3.36,264.62,16.66,91.69,1.45
2011,1,26,96.76,2.87,4.76,1.41,3.34,263.56,3.91,5.57,2.11,3.46,263.12,16.6,89,5.57
2011,1,27,96.75,2.34,4.1,0.71,3.38,276.62,3.16,4.7,1,3.71,276.38,17.15,89.75,8.29
2011,1,28,96.71,3.12,5.79,1.56,4.23,287.75,4.32,6.8,2.64,4.16,287.75,17.21,92.25,10.04
2011,1,29,96.75,2.45,3.73,1.66,2.09,275.81,3.62,4.72,2.61,2.11,275.88,16.66,90.06,8.93
2011,1,30,96.81,3.49,4.88,1.84,3.05,227.94,5.07,6.6,3.27,3.34,227.88,16.3,89,1.52
2011,1,31,96.75,3.41,5.48,1.99,3.48,245.25,5.03,6.43,4.01,2.42,244.69,16.36,87.69,0.56
2011,2,1,96.68,2.99,4.67,1.88,2.8,256.69,4.57,5.59,3.72,1.88,256.12,17.15,92.38,10.1
2011,2,2,96.71,3.2,5.16,2.09,3.07,257.06,4.76,5.99,4.05,1.94,256.69,16.6,88.69,8.87
2011,2,3,96.72,3.29,5.41,2.02,3.39,268.25,4.76,6.18,3.52,2.67,267.62,16.91,89.31,3.35
2011,2,4,96.8,2.82,4.46,1.86,2.6,265.25,4.28,5.27,3.12,2.15,264.5,17.21,92.44,14.31
2011,2,5,96.77,3.69,5.93,1.84,4.09,268.75,5.31,7.31,3.26,4.05,268.12,16.91,90.06,6.97
2011,2,6,96.71,4.41,6.98,2.02,4.96,263.62,6.37,8.47,4.01,4.45,263.19,16.6,90.25,6.62
2011,2,7,96.64,3.08,5.47,1.71,3.75,261.69,4.46,6.69,2.95,3.75,261.69,16.54,91.5,5.66
2011,2,8,96.53,2.78,4.2,1.86,2.34,250,4.14,5.14,2.91,2.23,250.19,16.97,90.88,4.02
2011,2,9,96.52,2.68,4.22,1.78,2.44,257.62,3.87,5.09,2.9,2.2,257.19,17.09,86.81,3.12
2011,2,10,96.59,2.32,3.27,0.92,2.34,258.31,3.32,5.08,1.35,3.73,258.12,16.91,84.12,0
2011,2,11,96.69,1.91,3.77,0.61,3.16,249.69,2.51,4.26,0.88,3.38,249.88,17.52,87.56,0.11
2011,2,12,96.74,1.49,3.02,0.18,2.84,267.12,1.84,3.34,0.27,3.07,268.44,17.33,88.19,1.78
2011,2,13,96.7,1.67,2.66,0.11,2.55,192.31,2.2,3.7,0.16,3.55,191.5,17.03,84.69,3.99
2011,2,14,96.7,2.27,4.21,1.06,3.15,275.94,3.03,4.91,1.51,3.41,290.81,17.58,90.5,40.65
2011,2,15,96.8,2.57,4.12,1.59,2.53,257.94,3.79,4.6,2.6,2,257.75,16.24,84.56,12.89
2011,2,16,96.84,2.66,4.55,1.23,3.3,297.44,3.8,5.27,1.8,3.47,297.38,17.27,91,6.53
2011,2,17,96.8,2.95,4.98,1.69,3.28,296.25,4.34,5.74,2.51,3.23,295.88,16.24,86.31,4.35
2011,2,18,96.71,3.22,5.45,1.89,3.56,305.19,4.57,6.45,3.27,3.18,305.06,16.97,91.12,1.42
2011,2,19,96.8,3.55,5.66,2.11,3.55,294.12,5.24,6.7,3.79,2.91,294.06,17.33,90.25,3.37
2011,2,20,96.87,3.47,5.87,1.95,3.91,266.56,5.09,6.98,3.36,3.62,266.56,16.85,89.25,0.46
2011,2,21,96.79,2.86,4.98,1.44,3.55,273.44,3.98,5.86,2.18,3.68,273.5,17.03,89.38,0.13
2011,2,22,96.8,2.57,4.2,1.37,2.83,295.44,3.56,4.94,2.05,2.88,295.12,16.66,89.75,0.08
2011,2,23,96.8,2.87,4.68,1.51,3.17,263.62,4.23,5.56,2.36,3.21,263.56,16.72,88.38,0.21
2011,2,24,96.68,3.3,5.41,1.9,3.52,256.56,4.92,6.42,3.29,3.13,256.56,16.97,87.38,0.03
2011,2,25,96.58,3.02,4.81,1.65,3.16,264.38,4.38,5.63,2.64,2.99,264.44,17.09,90.5,3.01
2011,2,26,96.61,2.88,4.92,1.71,3.21,237.38,4.32,5.95,2.86,3.09,237.5,17.33,91.75,7.74
2011,2,27,96.62,2.54,4.14,1.55,2.58,254.31,3.88,4.82,3.12,1.7,253.94,17.64,91.31,27.67
